# Table: Files with CRLF vs LF Line Endings
| File Number | Relative Path | Line Ending Format |
| 560 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_04_22_36_56.json | UNKNOWN |
| 561 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_04_22_36_57.json | UNKNOWN |
| 562 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_04_22_44_39.json | UNKNOWN |
| 563 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_04_22_44_40.json | UNKNOWN |
| 564 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_04_22_59_45.json | UNKNOWN |
| 565 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_04_22_59_46.json | UNKNOWN |
| 566 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_03_12_17.json | UNKNOWN |
| 567 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_03_12_18.json | UNKNOWN |
| 568 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_03_31_33.json | UNKNOWN |
| 569 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_03_31_34.json | UNKNOWN |
| 570 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_03_57_24.json | UNKNOWN |
| 571 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_03_57_25.json | UNKNOWN |
| 572 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_04_05_12.json | UNKNOWN |
| 573 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_04_05_13.json | UNKNOWN |
| 574 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_04_35_42.json | UNKNOWN |
| 575 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_04_35_43.json | UNKNOWN |
| 576 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_05_22_13.json | UNKNOWN |
| 577 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_05_22_14.json | UNKNOWN |
| 578 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_05_24_27.json | UNKNOWN |
| 579 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_05_24_28.json | UNKNOWN |
| 580 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_14_40_53.json | UNKNOWN |
| 581 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_14_40_54.json | UNKNOWN |
| 582 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_14_50_16.json | UNKNOWN |
| 583 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_14_50_17.json | UNKNOWN |
| 584 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_14_55_50.json | UNKNOWN |
| 585 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_14_55_51.json | UNKNOWN |
| 586 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_05_15_19_56.json | UNKNOWN |
| 587 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_06_02_59_38.json | UNKNOWN |
| 588 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_06_02_59_39.json | UNKNOWN |
| 589 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_06_03_47_40.json | UNKNOWN |
| 590 | portal_uploads/dairy_digester_operator_feedback_v006_test_03_blank_ts_2025_08_06_03_47_41.json | UNKNOWN |
| 591 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_33_15.json | UNKNOWN |
| 592 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_33_16.json | UNKNOWN |
| 593 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_33_17.json | UNKNOWN |
| 594 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_33_18.json | UNKNOWN |
| 595 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_33_33.json | UNKNOWN |
| 596 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_33_34.json | UNKNOWN |
| 597 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_33_35.json | UNKNOWN |
| 598 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_33_42.json | UNKNOWN |
| 599 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_33_43.json | UNKNOWN |
| 600 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_36_35.json | UNKNOWN |
| 601 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_36_36.json | UNKNOWN |
| 602 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_36_37.json | UNKNOWN |
| 603 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_36_38.json | UNKNOWN |
| 604 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_36_53.json | UNKNOWN |
| 605 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_36_54.json | UNKNOWN |
| 606 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_36_55.json | UNKNOWN |
| 607 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_37_02.json | UNKNOWN |
| 608 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_37_03.json | UNKNOWN |
| 609 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_44_17.json | UNKNOWN |
| 610 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_44_18.json | UNKNOWN |
| 611 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_44_19.json | UNKNOWN |
| 612 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_44_20.json | UNKNOWN |
| 613 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_44_21.json | UNKNOWN |
| 614 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_44_36.json | UNKNOWN |
| 615 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_44_37.json | UNKNOWN |
| 616 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_44_38.json | UNKNOWN |
| 617 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_44_45.json | UNKNOWN |
| 618 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_44_46.json | UNKNOWN |
| 619 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_59_24.json | UNKNOWN |
| 620 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_59_25.json | UNKNOWN |
| 621 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_59_26.json | UNKNOWN |
| 622 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_59_27.json | UNKNOWN |
| 623 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_59_42.json | UNKNOWN |
| 624 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_59_43.json | UNKNOWN |
| 625 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_59_44.json | UNKNOWN |
| 626 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_59_51.json | UNKNOWN |
| 627 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_04_22_59_52.json | UNKNOWN |
| 628 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_11_27.json | UNKNOWN |
| 629 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_11_28.json | UNKNOWN |
| 630 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_11_59.json | UNKNOWN |
| 631 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_12_13.json | UNKNOWN |
| 632 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_12_15.json | UNKNOWN |
| 633 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_12_16.json | UNKNOWN |
| 634 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_12_23.json | UNKNOWN |
| 635 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_12_24.json | UNKNOWN |
| 636 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_24_14.json | UNKNOWN |
| 637 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_24_15.json | UNKNOWN |
| 638 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_26_34.json | UNKNOWN |
| 639 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_26_35.json | UNKNOWN |
| 640 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_26_45.json | UNKNOWN |
| 641 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_26_46.json | UNKNOWN |
| 642 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_26_47.json | UNKNOWN |
| 643 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_26_48.json | UNKNOWN |
| 644 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_26_49.json | UNKNOWN |
| 645 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_31_08.json | UNKNOWN |
| 646 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_31_09.json | UNKNOWN |
| 647 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_31_10.json | UNKNOWN |
| 648 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_31_15.json | UNKNOWN |
| 649 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_31_30.json | UNKNOWN |
| 650 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_31_31.json | UNKNOWN |
| 651 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_31_32.json | UNKNOWN |
| 652 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_31_39.json | UNKNOWN |
| 653 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_31_40.json | UNKNOWN |
| 654 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_46_07.json | UNKNOWN |
| 655 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_46_41.json | UNKNOWN |
| 656 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_46_43.json | UNKNOWN |
| 657 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_46_44.json | UNKNOWN |
| 658 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_51_09.json | UNKNOWN |
| 659 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_51_10.json | UNKNOWN |
| 660 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_52_28.json | UNKNOWN |
| 661 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_52_29.json | UNKNOWN |
| 662 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_53_39.json | UNKNOWN |
| 663 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_54_06.json | UNKNOWN |
| 664 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_54_18.json | UNKNOWN |
| 665 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_54_19.json | UNKNOWN |
| 666 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_57_06.json | UNKNOWN |
| 667 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_57_22.json | UNKNOWN |
| 668 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_57_23.json | UNKNOWN |
| 669 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_57_28.json | UNKNOWN |
| 670 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_03_57_29.json | UNKNOWN |
| 671 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_04_04_54.json | UNKNOWN |
| 672 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_04_05_10.json | UNKNOWN |
| 673 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_04_05_11.json | UNKNOWN |
| 674 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_04_05_12.json | UNKNOWN |
| 675 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_04_05_16.json | UNKNOWN |
| 676 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_04_05_17.json | UNKNOWN |
| 677 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_04_16_17.json | UNKNOWN |
| 678 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_04_16_19.json | UNKNOWN |
| 679 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_04_17_34.json | UNKNOWN |
| 680 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_04_24_56.json | UNKNOWN |
| 681 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_04_34_25.json | UNKNOWN |
| 682 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_04_35_32.json | UNKNOWN |
| 683 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_04_35_40.json | UNKNOWN |
| 684 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_04_35_41.json | UNKNOWN |
| 685 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_04_35_46.json | UNKNOWN |
| 686 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_04_35_47.json | UNKNOWN |
| 687 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_05_22_03.json | UNKNOWN |
| 688 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_05_22_12.json | UNKNOWN |
| 689 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_05_22_13.json | UNKNOWN |
| 690 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_05_22_17.json | UNKNOWN |
| 691 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_05_22_18.json | UNKNOWN |
| 692 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_05_24_17.json | UNKNOWN |
| 693 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_05_24_25.json | UNKNOWN |
| 694 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_05_24_26.json | UNKNOWN |
| 695 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_05_24_31.json | UNKNOWN |
| 696 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_05_24_32.json | UNKNOWN |
| 697 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_14_40_44.json | UNKNOWN |
| 698 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_14_40_52.json | UNKNOWN |
| 699 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_14_40_53.json | UNKNOWN |
| 700 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_14_40_57.json | UNKNOWN |
| 701 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_14_40_58.json | UNKNOWN |
| 702 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_14_50_06.json | UNKNOWN |
| 703 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_14_50_14.json | UNKNOWN |
| 704 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_14_50_15.json | UNKNOWN |
| 705 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_14_50_20.json | UNKNOWN |
| 706 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_14_50_21.json | UNKNOWN |
| 707 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_14_55_40.json | UNKNOWN |
| 708 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_14_55_48.json | UNKNOWN |
| 709 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_14_55_49.json | UNKNOWN |
| 710 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_14_55_54.json | UNKNOWN |
| 711 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_14_55_55.json | UNKNOWN |
| 712 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_15_02_11.json | UNKNOWN |
| 713 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_15_02_13.json | UNKNOWN |
| 714 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_15_02_14.json | UNKNOWN |
| 715 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_15_02_15.json | UNKNOWN |
| 716 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_05_15_19_56.json | UNKNOWN |
| 717 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_06_02_59_29.json | UNKNOWN |
| 718 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_06_02_59_37.json | UNKNOWN |
| 719 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_06_02_59_38.json | UNKNOWN |
| 720 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_06_02_59_42.json | UNKNOWN |
| 721 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_06_02_59_43.json | UNKNOWN |
| 722 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_06_03_03_46.json | UNKNOWN |
| 723 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_06_03_03_47.json | UNKNOWN |
| 724 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_06_03_03_48.json | UNKNOWN |
| 725 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_06_03_03_49.json | UNKNOWN |
| 726 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_06_03_03_50.json | UNKNOWN |
| 727 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_06_03_03_51.json | UNKNOWN |
| 728 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_ts_2025_08_06_03_47_41.json | UNKNOWN |
| 729 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_04_22_33_49.json | UNKNOWN |
| 730 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_04_22_33_50.json | UNKNOWN |
| 731 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_04_22_37_10.json | UNKNOWN |
| 732 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_04_22_37_11.json | UNKNOWN |
| 733 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_04_22_44_53.json | UNKNOWN |
| 734 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_04_22_44_54.json | UNKNOWN |
| 735 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_04_22_59_58.json | UNKNOWN |
| 736 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_04_22_59_59.json | UNKNOWN |
| 737 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_04_23_00_00.json | UNKNOWN |
| 738 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_03_12_30.json | UNKNOWN |
| 739 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_03_12_31.json | UNKNOWN |
| 740 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_03_31_46.json | UNKNOWN |
| 741 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_03_31_47.json | UNKNOWN |
| 742 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_03_57_33.json | UNKNOWN |
| 743 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_03_57_34.json | UNKNOWN |
| 744 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_04_05_21.json | UNKNOWN |
| 745 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_04_05_22.json | UNKNOWN |
| 746 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_04_05_23.json | UNKNOWN |
| 747 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_04_35_51.json | UNKNOWN |
| 748 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_04_35_52.json | UNKNOWN |
| 749 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_05_22_22.json | UNKNOWN |
| 750 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_05_22_23.json | UNKNOWN |
| 751 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_05_24_35.json | UNKNOWN |
| 752 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_05_24_36.json | UNKNOWN |
| 753 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_14_41_02.json | UNKNOWN |
| 754 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_14_41_03.json | UNKNOWN |
| 755 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_14_50_24.json | UNKNOWN |
| 756 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_14_50_25.json | UNKNOWN |
| 757 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_14_55_59.json | UNKNOWN |
| 758 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_14_56_00.json | UNKNOWN |
| 759 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_05_15_19_56.json | UNKNOWN |
| 760 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_06_02_59_47.json | UNKNOWN |
| 761 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_06_02_59_48.json | UNKNOWN |
| 762 | portal_uploads/energy_operator_feedback_v003_test_01_good_data_update_ts_2025_08_06_03_47_43.json | UNKNOWN |
| 763 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_04_22_33_57.json | UNKNOWN |
| 764 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_04_22_33_58.json | UNKNOWN |
| 765 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_04_22_37_17.json | UNKNOWN |
| 766 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_04_22_37_18.json | UNKNOWN |
| 767 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_04_22_45_01.json | UNKNOWN |
| 768 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_04_22_45_02.json | UNKNOWN |
| 769 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_04_23_00_07.json | UNKNOWN |
| 770 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_04_23_00_08.json | UNKNOWN |
| 771 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_05_03_12_38.json | UNKNOWN |
| 772 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_05_03_12_39.json | UNKNOWN |
| 773 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_05_03_31_54.json | UNKNOWN |
| 774 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_05_03_31_55.json | UNKNOWN |
| 775 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_05_03_57_38.json | UNKNOWN |
| 776 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_05_03_57_39.json | UNKNOWN |
| 777 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_05_04_05_27.json | UNKNOWN |
| 778 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_05_04_05_28.json | UNKNOWN |
| 779 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_05_04_35_56.json | UNKNOWN |
| 780 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_05_04_35_57.json | UNKNOWN |
| 781 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_05_05_22_27.json | UNKNOWN |
| 782 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_05_05_22_28.json | UNKNOWN |
| 783 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_05_05_24_40.json | UNKNOWN |
| 784 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_05_05_24_41.json | UNKNOWN |
| 785 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_05_14_41_07.json | UNKNOWN |
| 786 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_05_14_41_08.json | UNKNOWN |
| 787 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_05_14_50_29.json | UNKNOWN |
| 788 | portal_uploads/energy_operator_feedback_v003_test_02_bad_data_ts_2025_08_05_14_50_30.json | UNKNOWN |
