============================= test session starts ==============================
platform linux -- Python 3.11.13, pytest-8.4.1, pluggy-1.6.0 -- /home/tonyh/miniconda3/envs/mini_conda_02/bin/python
cachedir: .pytest_cache
tests/arb/portal/test_utils_db_ingest_util.py::test_insert_json_into_database_with_result_success PASSED
tests/arb/portal/test_utils_db_ingest_util.py::test_insert_json_into_database_with_result_failure PASSED
tests/arb/portal/test_utils_db_ingest_util.py::test_new_helper_functions_use_result_types PASSED
tests/arb/portal/test_utils_db_ingest_util.py::test_new_helper_functions_equivalent_to_original PASSED
tests/arb/portal/test_utils_db_introspection_util.py::test_get_ensured_row_function_signature PASSED
tests/arb/portal/test_utils_db_introspection_util.py::test_get_ensured_row_retrieves_existing_row PASSED
tests/arb/portal/test_utils_db_introspection_util.py::test_get_ensured_row_creates_new_row_when_id_provided_but_not_found PASSED
tests/arb/portal/test_utils_db_introspection_util.py::test_get_ensured_row_creates_new_row_with_auto_generated_id PASSED
tests/arb/portal/test_utils_db_introspection_util.py::test_get_ensured_row_adds_to_session_when_requested PASSED
tests/arb/portal/test_utils_db_introspection_util.py::test_get_ensured_row_does_not_add_to_session_by_default PASSED
tests/arb/portal/test_utils_db_introspection_util.py::test_get_ensured_row_handles_commit_failure PASSED
tests/arb/portal/test_utils_db_introspection_util.py::test_get_ensured_row_raises_error_for_invalid_table PASSED
tests/arb/portal/test_utils_db_introspection_util.py::test_get_ensured_row_uses_custom_primary_key PASSED
tests/arb/portal/test_utils_db_introspection_util.py::test_get_ensured_row_creates_new_row_with_custom_primary_key PASSED
tests/arb/portal/test_utils_db_introspection_util.py::test_get_ensured_row_logs_detailed_diagnostics PASSED
tests/arb/portal/test_utils_db_introspection_util.py::test_get_ensured_row_handles_attribute_error_gracefully PASSED
tests/arb/portal/test_utils_db_introspection_util.py::test_get_ensured_row_session_state_tracking PASSED
tests/arb/portal/test_utils_db_introspection_util.py::test_get_ensured_row_default_parameters PASSED
tests/arb/portal/test_utils_db_introspection_util.py::test_get_ensured_row_returns_correct_tuple_structure PASSED
tests/arb/portal/test_utils_file_upload_util.py::test_add_file_to_upload_table_function_signature PASSED
tests/arb/portal/test_utils_file_upload_util.py::test_add_file_to_upload_table_with_valid_data PASSED
tests/arb/portal/test_utils_file_upload_util.py::test_add_file_to_upload_table_with_path_object PASSED
tests/arb/portal/test_utils_file_upload_util.py::test_add_file_to_upload_table_with_none_status_and_description PASSED
tests/arb/portal/test_utils_file_upload_util.py::test_add_file_to_upload_table_with_default_parameters PASSED
tests/arb/portal/test_utils_file_upload_util.py::test_add_file_to_upload_table_raises_error_for_none_filename PASSED
tests/arb/portal/test_utils_file_upload_util.py::test_add_file_to_upload_table_handles_commit_failure PASSED
tests/arb/portal/test_utils_file_upload_util.py::test_add_file_to_upload_table_logs_debug_messages PASSED
tests/arb/portal/test_utils_file_upload_util.py::test_add_file_to_upload_table_with_empty_strings PASSED
tests/arb/portal/test_utils_file_upload_util.py::test_add_file_to_upload_table_with_unicode_filename PASSED
tests/arb/portal/test_utils_file_upload_util.py::test_add_file_to_upload_table_with_long_description PASSED
tests/arb/portal/test_utils_file_upload_util.py::test_add_file_to_upload_table_returns_none PASSED
tests/arb/portal/test_utils_file_upload_util.py::test_add_file_to_upload_table_creates_audit_record PASSED
tests/arb/portal/test_utils_file_upload_util.py::test_add_file_to_upload_table_with_special_characters PASSED
tests/arb/portal/test_utils_form_mapper.py::test_apply_portal_update_filters_function_signature PASSED
tests/arb/portal/test_utils_form_mapper.py::test_no_filters_returns_original_query PASSED
tests/arb/portal/test_utils_form_mapper.py::test_filter_key_applies_ilike PASSED
tests/arb/portal/test_utils_form_mapper.py::test_filter_user_applies_ilike PASSED
tests/arb/portal/test_utils_form_mapper.py::test_filter_comments_applies_ilike PASSED
tests/arb/portal/test_utils_form_mapper.py::test_filter_id_incidence_exact_and_range PASSED
tests/arb/portal/test_utils_form_mapper.py::test_filter_id_incidence_empty_and_invalid PASSED
tests/arb/portal/test_utils_form_mapper.py::test_filter_id_incidence_open_ended PASSED
tests/arb/portal/test_utils_form_mapper.py::test_filter_id_incidence_spaces_and_commas PASSED
tests/arb/portal/test_utils_form_mapper.py::test_filter_date_range_valid PASSED
tests/arb/portal/test_utils_form_mapper.py::test_filter_date_range_invalid PASSED
tests/arb/portal/test_utils_form_mapper.py::test_filter_date_range_missing PASSED
tests/arb/portal/test_utils_form_mapper.py::test_combined_filters_all_types PASSED
tests/arb/portal/test_utils_form_mapper.py::test_apply_portal_update_filters_handles_missing_args PASSED
tests/arb/portal/test_utils_import_audit.py::TestUtilityFunctions::test_normalize_label_basic_functionality PASSED
tests/arb/portal/test_utils_import_audit.py::TestUtilityFunctions::test_normalize_label_empty_string PASSED
tests/arb/portal/test_utils_import_audit.py::TestUtilityFunctions::test_normalize_label_non_string_input PASSED
tests/arb/portal/test_utils_import_audit.py::TestUtilityFunctions::test_normalize_label_none_input PASSED
tests/arb/portal/test_utils_import_audit.py::TestUtilityFunctions::test_normalize_label_with_multiple_whitespace PASSED
tests/arb/portal/test_utils_import_audit.py::TestUtilityFunctions::test_normalize_label_with_newlines PASSED
tests/arb/portal/test_utils_import_audit.py::TestUtilityFunctions::test_pad_label_basic_functionality PASSED
tests/arb/portal/test_utils_import_audit.py::TestUtilityFunctions::test_pad_label_default_width PASSED
tests/arb/portal/test_utils_import_audit.py::TestUtilityFunctions::test_pad_label_exact_width PASSED
tests/arb/portal/test_utils_import_audit.py::TestUtilityFunctions::test_pad_label_longer_than_width PASSED
tests/arb/portal/test_utils_import_audit.py::TestHeaderFormatting::test_format_header_basic_functionality PASSED
tests/arb/portal/test_utils_import_audit.py::TestHeaderFormatting::test_format_header_empty_metadata PASSED
tests/arb/portal/test_utils_import_audit.py::TestHeaderFormatting::test_format_header_metadata_extraction PASSED
tests/arb/portal/test_utils_import_audit.py::TestHeaderFormatting::test_format_header_missing_keys PASSED
tests/arb/portal/test_utils_import_audit.py::TestHeaderFormatting::test_format_header_schema_extraction PASSED
tests/arb/portal/test_utils_import_audit.py::TestHeaderFormatting::test_format_header_with_route PASSED
tests/arb/portal/test_utils_import_audit.py::TestTypeConversion::test_try_type_conversion_already_correct_type PASSED
tests/arb/portal/test_utils_import_audit.py::TestTypeConversion::test_try_type_conversion_empty_string PASSED
tests/arb/portal/test_utils_import_audit.py::TestTypeConversion::test_try_type_conversion_failure PASSED
tests/arb/portal/test_utils_import_audit.py::TestTypeConversion::test_try_type_conversion_float_to_int PASSED
tests/arb/portal/test_utils_import_audit.py::TestTypeConversion::test_try_type_conversion_none_value PASSED
tests/arb/portal/test_utils_import_audit.py::TestTypeConversion::test_try_type_conversion_string_to_string PASSED
tests/arb/portal/test_utils_import_audit.py::TestTypeConversion::test_try_type_conversion_success PASSED
tests/arb/portal/test_utils_import_audit.py::TestEdgeCases::test_format_header_none_values PASSED
tests/arb/portal/test_utils_import_audit.py::TestEdgeCases::test_normalize_label_very_long_string PASSED
tests/arb/portal/test_utils_import_audit.py::TestEdgeCases::test_pad_label_negative_width PASSED
tests/arb/portal/test_utils_import_audit.py::TestEdgeCases::test_pad_label_zero_width PASSED
tests/arb/portal/test_utils_import_audit.py::TestEdgeCases::test_try_type_conversion_complex_types PASSED
tests/arb/portal/test_utils_import_audit.py::TestEdgeCases::test_try_type_conversion_unsupported_types PASSED
tests/arb/portal/test_utils_import_audit.py::TestIntegration::test_format_header_with_utility_functions PASSED
tests/arb/portal/test_utils_import_audit.py::TestIntegration::test_pad_label_and_normalize_integration PASSED
tests/arb/portal/test_utils_playwright_testing_util.py::TestPlaywrightUtilities::test_playwright_assertion_helpers PASSED
tests/arb/portal/test_utils_playwright_testing_util.py::TestPlaywrightUtilities::test_playwright_browser_configuration PASSED
tests/arb/portal/test_utils_playwright_testing_util.py::TestPlaywrightUtilities::test_playwright_configuration_functions PASSED
tests/arb/portal/test_utils_playwright_testing_util.py::TestPlaywrightUtilities::test_playwright_environment_setup PASSED
tests/arb/portal/test_utils_playwright_testing_util.py::TestPlaywrightUtilities::test_playwright_error_handling PASSED
tests/arb/portal/test_utils_playwright_testing_util.py::TestPlaywrightUtilities::test_playwright_import_available PASSED
tests/arb/portal/test_utils_playwright_testing_util.py::TestPlaywrightUtilities::test_playwright_import_consistency PASSED
tests/arb/portal/test_utils_playwright_testing_util.py::TestPlaywrightUtilities::test_playwright_module_file_path PASSED
tests/arb/portal/test_utils_playwright_testing_util.py::TestPlaywrightUtilities::test_playwright_module_importable PASSED
tests/arb/portal/test_utils_playwright_testing_util.py::TestPlaywrightUtilities::test_playwright_module_logging PASSED
tests/arb/portal/test_utils_playwright_testing_util.py::TestPlaywrightUtilities::test_playwright_module_structure PASSED
tests/arb/portal/test_utils_playwright_testing_util.py::TestPlaywrightUtilities::test_playwright_page_utilities PASSED
tests/arb/portal/test_utils_playwright_testing_util.py::TestPlaywrightUtilities::test_playwright_screenshot_utilities PASSED
tests/arb/portal/test_utils_playwright_testing_util.py::TestPlaywrightUtilities::test_playwright_test_data_utilities PASSED
tests/arb/portal/test_utils_playwright_testing_util.py::TestPlaywrightUtilities::test_playwright_utility_functions_documentation PASSED
tests/arb/portal/test_utils_playwright_testing_util.py::TestPlaywrightUtilities::test_playwright_utility_functions_error_handling PASSED
tests/arb/portal/test_utils_playwright_testing_util.py::TestPlaywrightUtilities::test_playwright_utility_functions_importable PASSED
tests/arb/portal/test_utils_playwright_testing_util.py::TestPlaywrightUtilities::test_playwright_utility_functions_memory_usage PASSED
tests/arb/portal/test_utils_playwright_testing_util.py::TestPlaywrightUtilities::test_playwright_utility_functions_no_circular_imports PASSED
tests/arb/portal/test_utils_playwright_testing_util.py::TestPlaywrightUtilities::test_playwright_utility_functions_performance PASSED
tests/arb/portal/test_utils_route_util.py::test_incidence_prep_function_signature PASSED
tests/arb/portal/test_utils_route_util.py::test_generate_upload_diagnostics_function_signature PASSED
tests/arb/portal/test_utils_route_util.py::test_format_diagnostic_message_function_signature PASSED
tests/arb/portal/test_utils_route_util.py::test_generate_staging_diagnostics_function_signature PASSED
tests/arb/portal/test_utils_route_util.py::test_render_readonly_sector_view_function_signature PASSED
tests/arb/portal/test_utils_route_util.py::test_render_readonly_sector_view_with_data PASSED
tests/arb/portal/test_utils_route_util.py::test_render_readonly_sector_view_empty_data PASSED
tests/arb/portal/test_utils_route_util.py::test_generate_upload_diagnostics_success PASSED
tests/arb/portal/test_utils_route_util.py::test_generate_upload_diagnostics_no_file PASSED
tests/arb/portal/test_utils_route_util.py::test_generate_upload_diagnostics_file_not_saved PASSED
tests/arb/portal/test_utils_route_util.py::test_generate_staging_diagnostics_success PASSED
tests/arb/portal/test_utils_route_util.py::test_generate_staging_diagnostics_upload_failure PASSED
tests/arb/portal/test_utils_route_util.py::test_format_diagnostic_message_default PASSED
tests/arb/portal/test_utils_route_util.py::test_format_diagnostic_message_custom PASSED
tests/arb/portal/test_utils_route_util.py::test_generate_upload_diagnostics_with_id_extraction PASSED
tests/arb/portal/test_utils_route_util.py::test_generate_staging_diagnostics_with_all_parameters PASSED
tests/arb/portal/test_utils_route_util.py::test_format_diagnostic_message_empty_details PASSED
tests/arb/portal/test_utils_route_util.py::test_render_readonly_sector_view_none_misc_json PASSED
tests/arb/portal/test_utils_sector_util.py::test_extract_sector_payload_success PASSED
tests/arb/portal/test_utils_sector_util.py::test_extract_sector_payload_missing_metadata PASSED
tests/arb/portal/test_utils_sector_util.py::test_extract_sector_payload_missing_sector PASSED
tests/arb/portal/test_utils_sector_util.py::test_extract_sector_payload_missing_tab PASSED
tests/arb/portal/test_utils_sector_util.py::test_resolve_sector_json_priority PASSED
tests/arb/portal/test_utils_sector_util.py::test_resolve_sector_foreign_key_fallback PASSED
tests/arb/portal/test_utils_sector_util.py::test_resolve_sector_both_none_raises PASSED
tests/arb/portal/test_utils_sector_util.py::test_resolve_sector_mismatch_logs_error PASSED
tests/arb/portal/test_utils_sector_util.py::test_get_sector_type_oil_and_gas PASSED
tests/arb/portal/test_utils_sector_util.py::test_get_sector_type_landfill PASSED
tests/arb/portal/test_utils_sector_util.py::test_get_sector_type_unsupported PASSED
tests/arb/portal/test_utils_sector_util.py::test_get_sector_info_success PASSED
tests/arb/portal/test_utils_sector_util.py::test_get_sector_info_missing_misc_json PASSED
tests/arb/portal/test_utils_sector_util.py::test_get_sector_info_conflicting_sectors PASSED
tests/arb/portal/test_wtf_landfill.py::test_form_instantiation PASSED
tests/arb/portal/test_wtf_landfill.py::test_required_fields_present PASSED
tests/arb/portal/test_wtf_landfill.py::test_optional_fields_present PASSED
tests/arb/portal/test_wtf_landfill.py::test_field_validation_email_format PASSED
tests/arb/portal/test_wtf_landfill.py::test_field_validation_phone_regex PASSED
tests/arb/portal/test_wtf_landfill.py::test_field_validation_number_ranges PASSED
tests/arb/portal/test_wtf_landfill.py::test_update_contingent_selectors PASSED
tests/arb/portal/test_wtf_landfill.py::test_determine_contingent_fields_emission_identified PASSED
tests/arb/portal/test_wtf_landfill.py::test_determine_contingent_fields_no_emission_identified PASSED
tests/arb/portal/test_wtf_landfill.py::test_determine_contingent_fields_lmr_included PASSED
tests/arb/portal/test_wtf_landfill.py::test_determine_contingent_fields_lmr_planned PASSED
tests/arb/portal/test_wtf_landfill.py::test_form_validation_with_valid_data PASSED
tests/arb/portal/test_wtf_landfill.py::test_form_validation_with_invalid_data PASSED
tests/arb/portal/test_wtf_landfill.py::test_field_choices_initialization PASSED
tests/arb/portal/test_wtf_landfill.py::test_cross_field_validation_emission_identified_flow PASSED
tests/arb/portal/test_wtf_landfill.py::test_cross_field_validation_no_emission_identified_flow PASSED
tests/arb/portal/test_wtf_oil_and_gas.py::test_form_instantiation PASSED
tests/arb/portal/test_wtf_oil_and_gas.py::test_required_fields_present PASSED
tests/arb/portal/test_wtf_oil_and_gas.py::test_optional_fields_present PASSED
tests/arb/portal/test_wtf_oil_and_gas.py::test_venting_responses_constant PASSED
tests/arb/portal/test_wtf_oil_and_gas.py::test_unintentional_leak_constant PASSED
tests/arb/portal/test_wtf_oil_and_gas.py::test_field_validation_email_format PASSED
tests/arb/portal/test_wtf_oil_and_gas.py::test_field_validation_phone_regex PASSED
tests/arb/portal/test_wtf_oil_and_gas.py::test_field_validation_number_ranges PASSED
tests/arb/portal/test_wtf_oil_and_gas.py::test_dropdown_choices_populated PASSED
tests/arb/portal/test_wtf_oil_and_gas.py::test_determine_contingent_fields_venting_exclusion PASSED
tests/arb/portal/test_wtf_oil_and_gas.py::test_determine_contingent_fields_ogi_performed PASSED
tests/arb/portal/test_wtf_oil_and_gas.py::test_determine_contingent_fields_method21_performed PASSED
tests/arb/portal/test_wtf_oil_and_gas.py::test_determine_contingent_fields_equipment_other PASSED
tests/arb/portal/test_wtf_oil_and_gas.py::test_determine_contingent_fields_component_other PASSED
tests/arb/portal/test_wtf_oil_and_gas.py::test_update_contingent_selectors_noop PASSED
tests/arb/portal/test_wtf_oil_and_gas.py::test_form_validation_with_valid_data PASSED
tests/arb/portal/test_wtf_oil_and_gas.py::test_form_validation_with_invalid_data PASSED
tests/arb/portal/test_wtf_upload.py::test_form_instantiation PASSED
tests/arb/portal/test_wtf_upload.py::test_file_field_present PASSED
tests/arb/portal/test_wtf_upload.py::test_submit_field_present PASSED
tests/arb/portal/test_wtf_upload.py::test_form_validation_with_valid_excel_file PASSED
tests/arb/portal/test_wtf_upload.py::test_form_validation_with_invalid_file_type PASSED
tests/arb/portal/test_wtf_upload.py::test_form_validation_without_file PASSED
tests/arb/portal/test_wtf_upload.py::test_form_validation_with_empty_filename PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestNormalizeTimestamps::test_function_exists PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestNormalizeTimestamps::test_function_signature PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestNormalizeTimestamps::test_normalize_timestamps_excel_patterns PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestNormalizeTimestamps::test_normalize_timestamps_json_patterns PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestNormalizeTimestamps::test_normalize_timestamps_iso_format PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestNormalizeTimestamps::test_normalize_timestamps_date_format PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestNormalizeTimestamps::test_normalize_timestamps_excel_internal PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestNormalizeTimestamps::test_normalize_timestamps_file_timestamps PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestNormalizeTimestamps::test_normalize_timestamps_mixed_content PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestNormalizeTimestamps::test_normalize_timestamps_no_timestamps PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestNormalizeTimestamps::test_normalize_timestamps_non_string_input PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestNormalizeTimestamps::test_normalize_timestamps_empty_string PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestValidateStructure::test_function_exists PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestValidateStructure::test_function_signature PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestValidateStructure::test_validate_structure_valid_result PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestValidateStructure::test_validate_structure_missing_keys PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestValidateStructure::test_validate_structure_extra_keys PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestValidateStructure::test_validate_structure_invalid_types PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestValidateStructure::test_validate_structure_empty_sections PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestValidateStructure::test_validate_structure_non_dict_input PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareMetadata::test_function_exists PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareMetadata::test_function_signature PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareMetadata::test_compare_metadata_identical PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareMetadata::test_compare_metadata_missing_fields PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareMetadata::test_compare_metadata_extra_fields PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareMetadata::test_compare_metadata_different_values is_equivalent: True
differences: []
PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareMetadata::test_compare_metadata_with_timestamps is_equivalent: True
differences: []
PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareMetadata::test_compare_metadata_empty_metadata PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareSchemas::test_function_exists PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareSchemas::test_function_signature PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareSchemas::test_compare_schemas_identical PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareSchemas::test_compare_schemas_missing_tabs PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareSchemas::test_compare_schemas_extra_tabs PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareSchemas::test_compare_schemas_different_values PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareTabContents::test_function_exists PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareTabContents::test_function_signature PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareTabContents::test_compare_tab_contents_identical PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareTabContents::test_compare_tab_contents_missing_tabs PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareTabContents::test_compare_tab_contents_missing_fields PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareTabContents::test_compare_tab_contents_different_values PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareTabContents::test_compare_tab_contents_invalid_tab_content PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestValidateExcelFileIntegrity::test_function_exists PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestValidateExcelFileIntegrity::test_function_signature PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestValidateExcelFileIntegrity::test_validate_excel_file_integrity_nonexistent_file PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestValidateExcelFileIntegrity::test_validate_excel_file_integrity_invalid_extension PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestValidateExcelFileIntegrity::test_validate_excel_file_integrity_valid_xlsx PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestValidateExcelFileIntegrity::test_validate_excel_file_integrity_missing_required_files PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareExcelResults::test_function_exists PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareExcelResults::test_function_signature PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareExcelResults::test_compare_excel_results_success PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestCompareExcelResults::test_compare_excel_results_load_error PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestFindCorrespondingExpectedResult::test_function_exists PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestFindCorrespondingExpectedResult::test_function_signature PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestFindCorrespondingExpectedResult::test_find_corresponding_expected_result_success PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestFindCorrespondingExpectedResult::test_find_corresponding_expected_result_not_found PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestFindCorrespondingExpectedResult::test_find_corresponding_expected_result_nonexistent_dir PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestGenerateComparisonReport::test_function_exists PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestGenerateComparisonReport::test_function_signature PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestGenerateComparisonReport::test_generate_comparison_report_success PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestGenerateComparisonReport::test_generate_comparison_report_with_differences PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestValidateExcelSchemaStructure::test_function_exists PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestValidateExcelSchemaStructure::test_function_signature PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestValidateExcelSchemaStructure::test_validate_excel_schema_structure_valid PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestValidateExcelSchemaStructure::test_validate_excel_schema_structure_missing_schema_key PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestValidateExcelSchemaStructure::test_validate_excel_schema_structure_missing_required_attrs PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestValidateExcelSchemaStructure::test_validate_excel_schema_structure_invalid_address_format PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestIntegration::test_end_to_end_validation_workflow PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestIntegration::test_error_handling_workflow PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestEdgeCases::test_empty_metadata_comparison PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestEdgeCases::test_none_values_in_metadata PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestEdgeCases::test_large_schema_validation PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestEdgeCases::test_malformed_json_handling PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestPerformance::test_large_metadata_comparison PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestPerformance::test_large_tab_contents_comparison PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestDocumentation::test_function_docstrings PASSED
tests/arb/utils/excel/test_excel_content_validator.py::TestDocumentation::test_class_docstrings PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestExcelFunctionEquivalence::test_function_existence PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestExcelFunctionEquivalence::test_function_signatures PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestExcelFunctionEquivalence::test_function_documentation_equivalence PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestExcelFunctionEquivalence::test_parse_xl_file_with_good_data ✅ Successfully parsed landfill_operator_feedback_v071_test_01_good_data.xlsx with both functions
✅ Both results match expected output exactly
✅ Results have consistent structure with 3 keys
PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestExcelFunctionEquivalence::test_parse_xl_file_with_bad_data PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestExcelFunctionEquivalence::test_parse_xl_file_with_blank_file PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestExcelFunctionEquivalence::test_extract_tabs_equivalence PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestExcelFunctionEquivalence::test_get_spreadsheet_key_value_pairs_equivalence PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestFunctionBehaviorEquivalence::test_empty_input_handling PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestFunctionBehaviorEquivalence::test_none_input_handling PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestFunctionBehaviorEquivalence::test_invalid_schema_handling PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestPerformanceEquivalence::test_parse_xl_file_performance PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestPerformanceEquivalence::test_extract_tabs_performance PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestErrorHandlingEquivalence::test_file_not_found_handling PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestErrorHandlingEquivalence::test_corrupted_file_handling PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestErrorHandlingEquivalence::test_memory_error_handling PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestEdgeCaseEquivalence::test_very_large_files PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestEdgeCaseEquivalence::test_unicode_handling PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestEdgeCaseEquivalence::test_special_characters_handling PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestIntegrationEquivalence::test_end_to_end_workflow_equivalence PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestIntegrationEquivalence::test_function_chain_equivalence PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestExcelContentValidation::test_all_feedback_form_types SKIPPED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestComprehensiveEquivalence::test_all_function_combinations PASSED
tests/arb/utils/excel/test_excel_functional_equivalence.py::TestComprehensiveEquivalence::test_edge_case_combinations PASSED
tests/arb/utils/excel/test_minimal.py::test_hello_world hello world
PASSED
tests/arb/utils/excel/test_minimal.py::test_import_xl_create Testing import of xl_create module...
Successfully imported xl_create module
PASSED
tests/arb/utils/excel/test_xl_create.py::TestSortXlSchema::test_sort_xl_schema_by_variable_name PASSED
tests/arb/utils/excel/test_xl_create.py::TestSortXlSchema::test_sort_xl_schema_by_label_address PASSED
tests/arb/utils/excel/test_xl_create.py::TestSortXlSchema::test_sort_xl_schema_invalid_sort_by PASSED
tests/arb/utils/excel/test_xl_create.py::TestSortXlSchema::test_sort_xl_schema_empty_schema PASSED
tests/arb/utils/excel/test_xl_create.py::TestSchemaToJsonFile::test_schema_to_json_file_success PASSED
tests/arb/utils/excel/test_xl_create.py::TestSchemaToJsonFile::test_schema_to_json_file_no_filename PASSED
tests/arb/utils/excel/test_xl_create.py::TestSchemaToJsonFile::test_schema_to_json_file_with_custom_filename PASSED
tests/arb/utils/excel/test_xl_create.py::TestSchemaToJsonFile::test_schema_to_json_file_comparison_failure PASSED
tests/arb/utils/excel/test_xl_create.py::TestSchemaToJsonFile::test_schema_to_json_file_with_complex_data PASSED
