============================= test session starts ==============================
platform linux -- Python 3.11.13, pytest-8.4.1, pluggy-1.6.0 -- /home/tonyh/miniconda3/envs/mini_conda_02/bin/python
cachedir: .pytest_cache
    Base = declarative_base()

-- Docs: https://docs.pytest.org/en/stable/how-to/capture-warnings.html
============================== slowest durations ===============================
0.34s setup    tests/arb/utils/test_wtf_forms_util.py::test_min_decimal_precision_valid
0.32s call     tests/arb/utils/excel/test_excel_functional_equivalence.py::TestExcelFunctionEquivalence::test_parse_xl_file_with_bad_data
0.08s call     tests/arb/utils/excel/test_excel_functional_equivalence.py::TestExcelFunctionEquivalence::test_extract_tabs_equivalence
0.06s call     tests/arb/utils/excel/test_excel_functional_equivalence.py::TestExcelFunctionEquivalence::test_parse_xl_file_with_good_data
0.05s call     tests/arb/utils/excel/test_excel_functional_equivalence.py::TestExcelFunctionEquivalence::test_get_spreadsheet_key_value_pairs_equivalence
0.04s call     tests/arb/utils/excel/test_excel_functional_equivalence.py::TestExcelFunctionEquivalence::test_parse_xl_file_with_blank_file
0.03s call     tests/arb/utils/test_sql_alchemy.py::test_delete_commit_and_log_model
0.03s call     tests/arb/utils/test_wtf_forms_util.py::test_model_to_wtform_and_wtform_to_model
0.02s teardown tests/arb/utils/test_wtf_forms_util.py::test_min_decimal_precision_valid
0.01s call     tests/arb/utils/test_wtf_forms_util.py::test_update_model_with_payload_and_get_payloads

(885 durations < 0.005s hidden.  Use -vv to show these durations.)
=========================== short test summary info ============================
FAILED tests/arb/utils/excel/test_xl_misc.py::TestRunDiagnostics::test_run_diagnostics_success
============ 1 failed, 296 passed, 2 skipped, 16 warnings in 1.94s =============
